"Name","Company","State","City","Salary","Location","Url"
"Lead QA Automation Engineer","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=476902&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_62f90ac1&cb=1555575558732&jobListingId=3102320402"
"Python Developer","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_611e86f8&cb=1555575558733&jobListingId=3082350131"
"Software Developer C# .NET","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=134750&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_f11ef4e3&cb=1555575558734&jobListingId=3182551213"
"Lead Product Owner (B2C)","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=14295&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&aa=1&ea=1&cs=1_90518be0&cb=1555575558735&jobListingId=3107822172"
"Business Analyst/ PO (Clients B2C)","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=14295&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&aa=1&ea=1&cs=1_2b049f2e&cb=1555575558737&jobListingId=3111733749"
"Microsoft Dynamics Functional Consultant","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=4120&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_976a0e59&cb=1555575558738&jobListingId=3069944046"
"Product Manager (Search)","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_e1576ec2&cb=1555575558739&jobListingId=3185824707"
"Product Manager (Mobile)","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_bde4cb7f&cb=1555575558740&jobListingId=3024270817"
"Product Manager (Learning Tools)","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_179eb75c&cb=1555575558741&jobListingId=3024270816"
"Senior Front-end (React.js) Engineer","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_3344265d&cb=1555575558742&jobListingId=2796642168"
"Chief Solution Architect","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=4120&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_19333adf&cb=1555575558744&jobListingId=3123172003"
"Senior Python Developer","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=148364&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_dda7ac24&cb=1555575558745&jobListingId=2784821750"
"Senior Frontend Developer","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=134750&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_6e013828&cb=1555575558746&jobListingId=3152475165"
"Back End Developer / TechSee","We're HiringHotNewNewNew, , , , , , ","","Kiev","","Kiev","https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=78823&s=58&guid=0000016a2f875100943fae74d48fcfe3&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&cs=1_d1363244&cb=1555575558747&jobListingId=3093149010"
"Student Success Tech Coach, Autonomous Systems","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","New Delhi","","New Delhi","https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=462242&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_e7d4f6bf&cb=1555575560015&jobListingId=3193860099"
"Consultant IP (Mechanical)","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Noida","","Noida","https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=242900&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_3ca70782&cb=1555575560016&jobListingId=3132557110"
"Designer","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=453439&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_361d6bc8&cb=1555575560017&jobListingId=3187134831"
"Assistant Designer","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=453439&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_4a8a5de6&cb=1555575560018&jobListingId=3187134826"
"Mechanical Design Engineer, Medical Devices","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","New Delhi","","New Delhi","https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_9edc05f8&cb=1555575560019&jobListingId=3034898616"
"CAD Engineer","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=451358&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_af3c7f89&cb=1555575560019&jobListingId=3164833685"
"FTA - 3D Modelling & Texturing","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=4127&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_f53072c3&cb=1555575560020&jobListingId=3148508153"
"Machine Learning Applied Research Scientist – Search & Sensei Team","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Noida","","Noida","https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=399392&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_aea6b5f4&cb=1555575560021&jobListingId=3147075128"
"R&D Manager","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=4120&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_eab1ea6e&cb=1555575560022&jobListingId=3122352059"
"Data Entry","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","New Delhi","","New Delhi","https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=122195&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_ea463813&cb=1555575560022&jobListingId=3185949013"
"Staff Engineer","NewWe're HiringWe're HiringHotWe're HiringTop CompanyNewTop CompanyNewNewTop CompanyHotTop CompanyTop Company, , , , ","","Gurgaon","","Gurgaon","https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=133102&s=58&guid=0000016a2f875623bf62fb243e813188&src=GD_JOB_AD&t=SR&extid=1&exst=EOL&ist=&ast=EOL&vt=w&slr=true&cs=1_f0d8a417&cb=1555575560023&jobListingId=3191016539"
